,feature_1,feature_2,feature_3,feature_4,label
54,15.0,13.0,10.0,10.0,0.0
55,17.0,16.0,16.0,11.0,0.0
56,15.0,3.0,3.0,28.0,1.0
57,11.0,1.0,7.0,20.0,1.0
58,13.0,1.0,8.0,30.0,1.0
59,20.0,6.0,14.0,9.0,0.0
60,9.0,13.0,9.0,20.0,0.0
61,14.0,0.0,10.0,28.0,1.0
62,14.0,2.0,13.0,29.0,1.0
63,13.0,12.0,13.0,11.0,0.0
64,9.0,14.0,15.0,11.0,0.0
65,12.0,12.0,12.0,12.0,0.0
66,11.0,16.0,14.0,13.0,0.0
67,13.0,2.0,11.0,29.0,1.0
68,15.0,0.0,5.0,28.0,1.0
69,14.0,3.0,9.0,29.0,1.0
70,16.0,1.0,9.0,24.0,1.0
71,11.0,1.0,6.0,33.0,1.0
72,12.0,3.0,12.0,28.0,1.0
73,14.0,5.0,10.0,35.0,1.0
74,13.0,0.0,4.0,39.0,1.0
75,12.0,1.0,5.0,33.0,1.0
76,14.0,7.0,14.0,31.0,1.0
77,12.0,3.0,6.0,19.0,1.0
78,15.0,14.0,15.0,22.0,0.0
79,6.0,16.0,9.0,19.0,0.0
80,6.0,13.0,10.0,12.0,0.0
81,12.0,4.0,3.0,33.0,1.0
82,14.0,11.0,11.0,18.0,0.0
83,18.0,4.0,8.0,39.0,1.0
84,15.0,13.0,13.0,14.0,0.0
85,11.0,0.0,3.0,29.0,1.0
86,11.0,14.0,13.0,12.0,0.0
87,17.0,2.0,7.0,26.0,1.0
88,12.0,8.0,11.0,12.0,0.0
89,12.0,14.0,15.0,18.0,0.0
90,13.0,1.0,13.0,31.0,1.0
91,12.0,16.0,11.0,17.0,0.0
92,13.0,2.0,4.0,19.0,1.0
93,11.0,11.0,11.0,14.0,0.0
94,13.0,0.0,13.0,20.0,1.0
95,12.0,2.0,9.0,26.0,1.0
96,11.0,6.0,8.0,32.0,1.0
97,20.0,0.0,9.0,26.0,1.0
98,19.0,0.0,7.0,33.0,1.0
99,10.0,17.0,14.0,11.0,0.0
100,8.0,15.0,15.0,11.0,0.0
101,9.0,9.0,8.0,12.0,0.0
102,13.0,4.0,4.0,34.0,1.0
103,16.0,3.0,14.0,29.0,1.0
104,16.0,1.0,10.0,35.0,1.0
105,13.0,0.0,4.0,19.0,1.0
106,11.0,1.0,10.0,22.0,1.0
107,17.0,15.0,10.0,12.0,0.0
108,13.0,1.0,8.0,26.0,1.0
109,15.0,1.0,7.0,42.0,1.0
110,13.0,2.0,4.0,21.0,1.0
111,17.0,7.0,17.0,14.0,0.0
112,16.0,23.0,16.0,10.0,0.0
113,12.0,0.0,2.0,35.0,1.0
114,11.0,0.0,3.0,27.0,1.0
115,10.0,3.0,5.0,30.0,1.0
116,12.0,10.0,14.0,11.0,0.0
117,7.0,1.0,7.0,23.0,1.0
118,10.0,0.0,3.0,26.0,1.0
119,11.0,3.0,7.0,30.0,1.0
120,10.0,3.0,8.0,34.0,1.0
121,14.0,2.0,7.0,33.0,1.0
122,9.0,9.0,12.0,11.0,0.0
123,9.0,4.0,10.0,25.0,1.0
124,17.0,4.0,13.0,28.0,1.0
125,19.0,0.0,9.0,39.0,1.0
126,13.0,17.0,18.0,17.0,0.0
127,8.0,2.0,5.0,26.0,1.0
128,12.0,2.0,8.0,31.0,1.0
129,13.0,1.0,8.0,16.0,1.0
130,14.0,2.0,5.0,27.0,1.0
131,12.0,14.0,13.0,11.0,0.0
132,19.0,1.0,6.0,28.0,1.0
133,12.0,17.0,14.0,15.0,0.0
134,15.0,1.0,8.0,27.0,1.0
135,11.0,15.0,17.0,7.0,0.0
136,10.0,2.0,8.0,31.0,1.0
137,15.0,12.0,15.0,12.0,0.0
138,20.0,12.0,15.0,11.0,0.0
139,17.0,1.0,5.0,30.0,1.0
140,9.0,3.0,8.0,29.0,1.0
141,18.0,1.0,5.0,27.0,1.0
142,18.0,2.0,13.0,29.0,1.0
143,10.0,1.0,7.0,33.0,1.0
144,19.0,1.0,2.0,22.0,1.0
145,15.0,1.0,6.0,15.0,1.0
146,11.0,2.0,4.0,38.0,1.0
147,13.0,7.0,8.0,8.0,0.0
148,7.0,0.0,6.0,27.0,1.0
149,14.0,4.0,5.0,31.0,1.0
150,21.0,1.0,5.0,23.0,1.0
151,12.0,1.0,9.0,24.0,1.0
152,7.0,0.0,10.0,35.0,1.0
153,10.0,6.0,9.0,29.0,1.0
154,12.0,1.0,7.0,23.0,1.0
155,13.0,2.0,4.0,35.0,1.0
156,7.0,5.0,17.0,20.0,0.0
157,7.0,1.0,3.0,37.0,1.0
158,13.0,13.0,13.0,10.0,0.0
159,12.0,8.0,9.0,13.0,0.0
160,15.0,4.0,3.0,33.0,1.0
161,12.0,2.0,5.0,27.0,1.0
162,16.0,2.0,6.0,26.0,1.0
163,17.0,14.0,10.0,9.0,0.0
164,16.0,13.0,14.0,11.0,0.0
165,9.0,10.0,15.0,13.0,0.0
166,12.0,9.0,11.0,9.0,0.0
167,17.0,1.0,7.0,27.0,1.0
168,7.0,1.0,11.0,27.0,1.0
169,12.0,3.0,7.0,23.0,1.0
170,16.0,2.0,3.0,33.0,1.0
171,13.0,19.0,14.0,10.0,0.0
172,9.0,2.0,5.0,32.0,1.0
173,18.0,0.0,8.0,28.0,1.0
174,13.0,1.0,5.0,28.0,1.0
175,12.0,16.0,14.0,15.0,0.0
176,18.0,3.0,3.0,28.0,1.0
177,12.0,2.0,6.0,23.0,1.0
178,11.0,1.0,8.0,25.0,1.0
179,16.0,1.0,8.0,36.0,1.0
180,8.0,6.0,10.0,6.0,0.0
181,12.0,0.0,9.0,29.0,1.0
182,11.0,2.0,6.0,24.0,1.0
183,14.0,2.0,4.0,29.0,1.0
184,9.0,1.0,3.0,23.0,1.0
185,20.0,13.0,13.0,15.0,0.0
186,9.0,11.0,9.0,15.0,0.0
187,16.0,16.0,11.0,11.0,0.0
188,15.0,5.0,5.0,28.0,1.0
189,18.0,2.0,9.0,18.0,1.0
190,11.0,10.0,8.0,10.0,0.0
191,11.0,4.0,10.0,30.0,1.0
192,12.0,2.0,5.0,31.0,1.0
193,10.0,3.0,5.0,30.0,1.0
194,20.0,11.0,13.0,22.0,0.0
195,10.0,1.0,11.0,29.0,1.0
196,10.0,3.0,4.0,32.0,1.0
197,13.0,8.0,8.0,17.0,0.0
198,15.0,14.0,9.0,11.0,0.0
199,16.0,16.0,13.0,16.0,0.0
200,9.0,0.0,8.0,28.0,1.0
201,13.0,3.0,6.0,23.0,1.0
202,10.0,14.0,19.0,13.0,0.0
203,9.0,15.0,14.0,10.0,0.0
204,9.0,4.0,10.0,28.0,1.0
205,18.0,1.0,8.0,22.0,1.0
206,7.0,8.0,12.0,12.0,0.0
207,11.0,2.0,9.0,25.0,1.0
208,9.0,2.0,6.0,38.0,1.0
209,11.0,20.0,10.0,11.0,0.0
210,17.0,1.0,14.0,29.0,1.0
211,12.0,2.0,11.0,23.0,1.0
212,13.0,0.0,7.0,31.0,1.0
213,13.0,15.0,7.0,13.0,0.0
214,13.0,6.0,7.0,25.0,1.0
215,13.0,3.0,12.0,27.0,1.0
216,13.0,2.0,10.0,26.0,1.0
217,9.0,3.0,6.0,24.0,1.0
218,17.0,1.0,10.0,38.0,1.0
219,14.0,20.0,15.0,13.0,0.0
220,9.0,1.0,5.0,27.0,1.0
221,17.0,2.0,10.0,26.0,1.0
222,10.0,2.0,7.0,37.0,1.0
223,10.0,2.0,7.0,26.0,1.0
224,15.0,0.0,8.0,22.0,1.0
225,8.0,15.0,11.0,18.0,0.0
226,11.0,1.0,8.0,27.0,1.0
227,18.0,5.0,5.0,20.0,1.0
228,16.0,0.0,11.0,26.0,1.0
229,17.0,3.0,3.0,27.0,1.0
230,17.0,20.0,14.0,11.0,0.0
231,13.0,16.0,12.0,15.0,0.0
232,11.0,1.0,6.0,35.0,1.0
233,13.0,9.0,11.0,12.0,0.0
234,8.0,6.0,14.0,31.0,1.0
235,15.0,0.0,6.0,17.0,1.0
236,15.0,4.0,9.0,20.0,1.0
237,20.0,6.0,7.0,18.0,1.0
238,18.0,1.0,7.0,27.0,1.0
239,10.0,4.0,7.0,26.0,1.0
240,16.0,2.0,7.0,22.0,1.0
241,11.0,13.0,14.0,14.0,0.0
242,10.0,0.0,7.0,21.0,1.0
243,19.0,0.0,9.0,29.0,1.0
244,17.0,0.0,15.0,21.0,1.0
245,20.0,13.0,15.0,11.0,0.0
246,8.0,15.0,17.0,18.0,0.0
247,19.0,2.0,7.0,28.0,1.0
248,16.0,2.0,8.0,24.0,1.0
249,8.0,2.0,4.0,20.0,1.0
250,8.0,16.0,11.0,14.0,0.0
251,9.0,3.0,3.0,28.0,1.0
252,13.0,2.0,5.0,28.0,1.0
253,7.0,4.0,4.0,27.0,1.0
254,12.0,2.0,7.0,33.0,1.0
255,10.0,3.0,13.0,24.0,1.0
256,8.0,6.0,12.0,14.0,0.0
257,15.0,1.0,7.0,25.0,1.0
258,14.0,13.0,8.0,17.0,0.0
259,15.0,1.0,4.0,28.0,1.0
260,11.0,1.0,6.0,30.0,1.0
261,16.0,2.0,11.0,28.0,1.0
262,15.0,9.0,12.0,13.0,0.0
263,9.0,12.0,4.0,12.0,0.0
264,18.0,1.0,7.0,26.0,1.0
265,17.0,2.0,5.0,34.0,1.0
266,14.0,2.0,5.0,26.0,1.0
267,12.0,1.0,7.0,23.0,1.0
268,8.0,3.0,10.0,22.0,1.0
269,13.0,0.0,6.0,40.0,1.0
270,15.0,0.0,8.0,29.0,1.0
271,11.0,6.0,8.0,13.0,0.0
272,19.0,14.0,17.0,14.0,0.0
273,13.0,3.0,5.0,22.0,1.0
274,11.0,9.0,16.0,14.0,0.0
275,18.0,4.0,4.0,28.0,1.0
276,10.0,11.0,12.0,7.0,0.0
277,18.0,2.0,5.0,24.0,1.0
278,24.0,1.0,9.0,24.0,1.0
279,12.0,2.0,8.0,26.0,1.0
280,11.0,2.0,8.0,29.0,1.0
281,13.0,4.0,3.0,27.0,1.0
282,16.0,0.0,6.0,25.0,1.0
283,17.0,1.0,5.0,33.0,1.0
284,19.0,2.0,8.0,24.0,1.0
285,9.0,2.0,8.0,33.0,1.0
286,15.0,5.0,2.0,20.0,1.0
287,12.0,1.0,8.0,26.0,1.0
288,16.0,13.0,16.0,14.0,0.0
289,12.0,2.0,4.0,30.0,1.0
290,16.0,15.0,9.0,12.0,0.0
291,18.0,1.0,8.0,17.0,1.0
292,9.0,3.0,7.0,33.0,1.0
293,10.0,4.0,12.0,25.0,1.0
294,15.0,1.0,6.0,29.0,1.0
295,13.0,2.0,7.0,27.0,1.0
296,11.0,12.0,7.0,9.0,0.0
297,20.0,1.0,7.0,26.0,1.0
298,9.0,2.0,6.0,25.0,1.0
299,11.0,22.0,10.0,13.0,0.0
300,9.0,1.0,0.0,25.0,1.0
301,14.0,14.0,9.0,13.0,0.0
302,12.0,17.0,8.0,10.0,0.0
303,18.0,0.0,5.0,24.0,1.0
304,18.0,2.0,9.0,20.0,1.0
305,12.0,14.0,13.0,15.0,0.0
306,18.0,1.0,7.0,31.0,1.0
307,9.0,0.0,13.0,25.0,1.0
308,12.0,10.0,14.0,14.0,0.0
309,8.0,3.0,11.0,34.0,1.0
310,10.0,3.0,8.0,35.0,1.0
311,16.0,0.0,6.0,28.0,1.0
312,3.0,1.0,4.0,35.0,1.0
313,10.0,4.0,6.0,27.0,1.0
314,11.0,1.0,6.0,28.0,1.0
315,9.0,1.0,14.0,30.0,1.0
316,10.0,2.0,7.0,32.0,1.0
317,9.0,1.0,7.0,23.0,1.0
318,12.0,0.0,10.0,29.0,1.0
319,8.0,3.0,6.0,31.0,1.0
320,13.0,2.0,5.0,29.0,1.0
321,11.0,1.0,5.0,34.0,1.0
322,10.0,2.0,12.0,40.0,1.0
323,11.0,11.0,15.0,8.0,0.0
324,8.0,14.0,6.0,7.0,0.0
325,14.0,13.0,15.0,7.0,0.0
326,10.0,9.0,6.0,14.0,0.0
327,13.0,0.0,10.0,36.0,1.0
328,9.0,3.0,4.0,25.0,1.0
329,6.0,3.0,9.0,27.0,1.0
330,13.0,0.0,11.0,33.0,1.0
331,10.0,4.0,6.0,27.0,1.0
332,13.0,1.0,4.0,26.0,1.0
333,17.0,13.0,10.0,7.0,0.0
334,9.0,4.0,9.0,32.0,1.0
335,20.0,4.0,3.0,26.0,1.0
336,10.0,2.0,7.0,24.0,1.0
337,8.0,2.0,16.0,30.0,1.0
338,12.0,3.0,8.0,31.0,1.0
339,12.0,1.0,10.0,23.0,1.0
340,12.0,5.0,16.0,7.0,0.0
341,11.0,3.0,7.0,23.0,1.0
342,16.0,0.0,7.0,27.0,1.0
343,12.0,13.0,13.0,13.0,0.0
344,16.0,16.0,9.0,17.0,0.0
345,19.0,11.0,15.0,17.0,0.0
346,11.0,3.0,7.0,25.0,1.0
347,11.0,3.0,8.0,36.0,1.0
348,11.0,10.0,13.0,12.0,0.0
349,14.0,1.0,8.0,24.0,1.0
350,10.0,15.0,9.0,10.0,0.0
351,11.0,2.0,7.0,27.0,1.0
352,16.0,12.0,14.0,9.0,0.0
353,15.0,1.0,7.0,15.0,1.0
354,13.0,0.0,10.0,25.0,1.0
355,19.0,9.0,12.0,9.0,0.0
356,11.0,0.0,8.0,32.0,1.0
357,13.0,0.0,1.0,30.0,1.0
358,13.0,1.0,7.0,34.0,1.0
359,12.0,15.0,15.0,13.0,0.0
360,14.0,2.0,8.0,28.0,1.0
361,5.0,1.0,13.0,19.0,1.0
362,15.0,3.0,5.0,23.0,1.0
363,13.0,0.0,6.0,36.0,1.0
364,13.0,2.0,12.0,20.0,1.0
365,9.0,1.0,11.0,25.0,1.0
366,14.0,11.0,9.0,10.0,0.0
367,12.0,2.0,5.0,37.0,1.0
368,19.0,3.0,5.0,30.0,1.0
369,14.0,11.0,14.0,10.0,0.0
370,16.0,1.0,9.0,39.0,1.0
371,14.0,12.0,17.0,8.0,0.0
372,12.0,13.0,13.0,13.0,0.0
373,10.0,16.0,13.0,11.0,0.0
374,14.0,0.0,6.0,16.0,1.0
375,11.0,2.0,2.0,20.0,1.0
376,17.0,2.0,5.0,28.0,1.0
377,12.0,13.0,9.0,12.0,0.0
378,11.0,15.0,17.0,19.0,0.0
379,4.0,17.0,20.0,14.0,0.0
380,14.0,15.0,14.0,11.0,0.0
381,17.0,1.0,5.0,29.0,1.0
382,16.0,1.0,8.0,30.0,1.0
383,19.0,2.0,4.0,22.0,1.0
384,11.0,12.0,10.0,11.0,0.0
385,14.0,16.0,9.0,24.0,0.0
386,11.0,17.0,15.0,16.0,0.0
387,15.0,10.0,9.0,19.0,0.0
388,13.0,3.0,4.0,39.0,1.0
389,19.0,0.0,5.0,31.0,1.0
390,14.0,13.0,9.0,10.0,0.0
391,16.0,15.0,11.0,15.0,0.0
392,13.0,1.0,4.0,27.0,1.0
393,14.0,3.0,6.0,29.0,1.0
394,12.0,1.0,6.0,23.0,1.0
395,15.0,9.0,10.0,13.0,0.0
396,15.0,1.0,11.0,31.0,1.0
397,17.0,1.0,5.0,19.0,1.0
398,10.0,14.0,16.0,8.0,0.0
399,6.0,2.0,9.0,21.0,1.0
400,9.0,3.0,8.0,29.0,1.0
401,14.0,3.0,5.0,25.0,1.0
402,18.0,0.0,3.0,31.0,1.0
403,17.0,7.0,10.0,10.0,0.0
404,19.0,4.0,12.0,23.0,1.0
405,14.0,11.0,17.0,9.0,0.0
406,13.0,8.0,12.0,14.0,0.0
407,20.0,11.0,18.0,13.0,0.0
408,15.0,2.0,7.0,28.0,1.0
409,13.0,1.0,8.0,27.0,1.0
410,17.0,3.0,9.0,26.0,1.0
411,11.0,12.0,13.0,14.0,0.0
412,12.0,3.0,6.0,23.0,1.0
413,9.0,3.0,8.0,22.0,1.0
414,13.0,1.0,7.0,32.0,1.0
415,21.0,7.0,5.0,14.0,0.0
416,17.0,1.0,7.0,34.0,1.0
417,7.0,2.0,4.0,30.0,1.0
418,10.0,11.0,8.0,9.0,0.0
419,13.0,1.0,9.0,29.0,1.0
420,16.0,0.0,8.0,22.0,1.0
421,9.0,1.0,16.0,24.0,1.0
422,17.0,0.0,2.0,12.0,1.0
423,9.0,3.0,8.0,32.0,1.0
424,13.0,5.0,9.0,25.0,1.0
425,12.0,3.0,4.0,34.0,1.0
426,15.0,3.0,8.0,35.0,1.0
427,12.0,4.0,6.0,28.0,1.0
428,11.0,4.0,9.0,27.0,1.0
429,16.0,12.0,10.0,10.0,0.0
430,15.0,1.0,12.0,15.0,1.0
431,15.0,0.0,6.0,37.0,1.0
432,10.0,12.0,8.0,9.0,0.0
433,17.0,3.0,4.0,24.0,1.0
434,13.0,6.0,7.0,14.0,0.0
435,13.0,15.0,19.0,11.0,0.0
436,8.0,0.0,6.0,39.0,1.0
437,11.0,14.0,12.0,12.0,0.0
438,15.0,4.0,9.0,39.0,1.0
439,6.0,13.0,8.0,11.0,0.0
440,14.0,1.0,10.0,27.0,1.0
441,8.0,2.0,3.0,29.0,1.0
442,12.0,10.0,14.0,14.0,0.0
443,12.0,3.0,3.0,33.0,1.0
444,11.0,0.0,8.0,19.0,1.0
445,9.0,14.0,15.0,11.0,0.0
446,11.0,5.0,9.0,37.0,1.0
447,19.0,13.0,14.0,23.0,0.0
448,11.0,10.0,9.0,5.0,0.0
449,20.0,15.0,13.0,13.0,0.0
450,12.0,13.0,9.0,13.0,0.0
451,12.0,4.0,6.0,25.0,1.0
452,14.0,10.0,15.0,14.0,0.0
453,15.0,12.0,9.0,9.0,0.0
454,10.0,7.0,15.0,11.0,0.0
455,10.0,3.0,7.0,25.0,1.0
456,9.0,29.0,15.0,8.0,0.0
457,15.0,9.0,14.0,11.0,0.0
458,9.0,2.0,8.0,32.0,1.0
459,12.0,3.0,7.0,25.0,1.0
460,15.0,4.0,8.0,25.0,1.0
461,22.0,4.0,6.0,26.0,1.0
462,7.0,10.0,5.0,12.0,0.0
463,13.0,2.0,10.0,23.0,1.0
464,6.0,2.0,11.0,27.0,1.0
465,15.0,8.0,17.0,7.0,0.0
466,11.0,1.0,9.0,32.0,1.0
467,15.0,5.0,13.0,26.0,1.0
468,6.0,3.0,8.0,24.0,1.0
469,14.0,14.0,11.0,8.0,0.0
470,8.0,2.0,5.0,41.0,1.0
471,11.0,1.0,11.0,33.0,1.0
472,12.0,2.0,6.0,34.0,1.0
473,18.0,3.0,6.0,33.0,1.0
474,11.0,0.0,7.0,18.0,1.0
475,20.0,14.0,11.0,15.0,0.0
476,10.0,14.0,20.0,8.0,0.0
477,12.0,1.0,6.0,20.0,1.0
478,15.0,4.0,7.0,35.0,1.0
479,6.0,1.0,12.0,29.0,1.0
480,12.0,0.0,6.0,24.0,1.0
481,14.0,2.0,6.0,28.0,1.0
482,11.0,2.0,6.0,19.0,1.0
483,12.0,1.0,7.0,22.0,1.0
484,13.0,9.0,16.0,9.0,0.0
485,10.0,11.0,10.0,17.0,0.0
486,15.0,3.0,4.0,29.0,1.0
487,13.0,2.0,10.0,35.0,1.0
488,12.0,7.0,14.0,14.0,0.0
489,15.0,0.0,6.0,22.0,1.0
490,23.0,18.0,17.0,17.0,0.0
491,17.0,14.0,14.0,5.0,0.0
492,10.0,0.0,12.0,33.0,1.0
493,19.0,1.0,8.0,31.0,1.0
494,18.0,15.0,8.0,12.0,0.0
495,16.0,2.0,10.0,26.0,1.0
496,18.0,14.0,19.0,14.0,0.0
497,18.0,16.0,14.0,24.0,0.0
498,14.0,0.0,5.0,22.0,1.0
499,16.0,10.0,14.0,19.0,0.0
500,15.0,4.0,6.0,21.0,1.0
501,13.0,1.0,12.0,28.0,1.0
502,14.0,0.0,6.0,40.0,1.0
503,15.0,9.0,17.0,9.0,0.0
504,9.0,1.0,5.0,28.0,1.0
505,13.0,1.0,3.0,24.0,1.0
506,15.0,10.0,8.0,9.0,0.0
507,13.0,3.0,5.0,42.0,1.0
508,14.0,16.0,12.0,10.0,0.0
509,7.0,11.0,16.0,9.0,0.0
510,11.0,14.0,10.0,12.0,0.0
511,18.0,0.0,6.0,24.0,1.0
512,12.0,1.0,7.0,28.0,1.0
513,13.0,14.0,17.0,12.0,0.0
514,13.0,4.0,6.0,30.0,1.0
515,8.0,2.0,10.0,30.0,1.0
516,10.0,3.0,9.0,20.0,1.0
517,14.0,0.0,6.0,35.0,1.0
518,19.0,15.0,12.0,13.0,0.0
519,12.0,17.0,13.0,11.0,0.0
520,8.0,3.0,4.0,20.0,1.0
521,11.0,5.0,7.0,34.0,1.0
522,9.0,20.0,10.0,16.0,0.0
523,10.0,17.0,9.0,10.0,0.0
524,17.0,12.0,9.0,12.0,0.0
525,15.0,8.0,11.0,14.0,0.0
526,4.0,2.0,5.0,27.0,1.0
527,13.0,1.0,6.0,31.0,1.0
528,11.0,6.0,4.0,30.0,1.0
529,14.0,12.0,9.0,11.0,0.0
530,19.0,11.0,14.0,10.0,0.0
531,13.0,1.0,8.0,29.0,1.0
532,13.0,4.0,9.0,22.0,1.0
533,8.0,9.0,8.0,10.0,0.0
534,11.0,2.0,7.0,24.0,1.0
535,17.0,1.0,2.0,23.0,1.0
536,11.0,1.0,4.0,28.0,1.0
537,16.0,0.0,5.0,25.0,1.0
538,8.0,1.0,5.0,26.0,1.0
539,10.0,3.0,10.0,29.0,1.0
540,10.0,0.0,11.0,30.0,1.0
541,10.0,2.0,9.0,25.0,1.0
542,11.0,17.0,16.0,15.0,0.0
543,13.0,7.0,20.0,9.0,0.0
544,19.0,14.0,10.0,23.0,0.0
545,6.0,8.0,14.0,12.0,0.0
546,11.0,3.0,3.0,18.0,1.0
547,21.0,1.0,13.0,23.0,1.0
548,16.0,14.0,13.0,16.0,0.0
549,7.0,11.0,10.0,12.0,0.0
550,12.0,7.0,10.0,13.0,0.0
551,13.0,7.0,11.0,40.0,1.0
552,14.0,2.0,8.0,34.0,1.0
553,8.0,16.0,15.0,12.0,0.0
554,12.0,11.0,10.0,7.0,0.0
555,7.0,3.0,7.0,26.0,1.0
556,7.0,2.0,4.0,22.0,1.0
557,17.0,1.0,6.0,29.0,1.0
558,16.0,1.0,7.0,30.0,1.0
559,16.0,1.0,10.0,27.0,1.0
560,9.0,0.0,16.0,26.0,1.0
561,15.0,11.0,14.0,10.0,0.0
562,13.0,1.0,10.0,28.0,1.0
563,12.0,1.0,5.0,36.0,1.0
564,12.0,4.0,10.0,29.0,1.0
565,12.0,1.0,6.0,20.0,1.0
566,15.0,5.0,7.0,35.0,1.0
567,10.0,3.0,11.0,29.0,1.0
568,16.0,16.0,16.0,13.0,0.0
569,15.0,2.0,3.0,34.0,1.0
570,9.0,2.0,9.0,23.0,1.0
571,14.0,3.0,9.0,33.0,1.0
572,15.0,1.0,9.0,21.0,1.0
573,10.0,16.0,9.0,16.0,0.0
574,13.0,1.0,8.0,28.0,1.0
575,20.0,3.0,6.0,36.0,1.0
576,22.0,3.0,4.0,25.0,1.0
577,11.0,0.0,3.0,40.0,1.0
578,10.0,14.0,16.0,16.0,0.0
579,15.0,5.0,8.0,26.0,1.0
580,12.0,3.0,6.0,22.0,1.0
581,14.0,4.0,7.0,31.0,1.0
582,7.0,4.0,3.0,27.0,1.0
583,18.0,2.0,15.0,35.0,1.0
584,14.0,12.0,10.0,12.0,0.0
585,20.0,1.0,7.0,32.0,1.0
586,17.0,4.0,11.0,30.0,1.0
587,15.0,9.0,6.0,14.0,0.0
588,13.0,13.0,12.0,11.0,0.0
589,11.0,2.0,11.0,23.0,1.0
590,16.0,6.0,8.0,15.0,0.0
591,18.0,2.0,7.0,32.0,1.0
592,15.0,2.0,11.0,24.0,1.0
593,18.0,2.0,5.0,31.0,1.0
594,15.0,3.0,8.0,31.0,1.0
595,18.0,2.0,4.0,27.0,1.0
596,13.0,1.0,5.0,29.0,1.0
597,9.0,5.0,10.0,45.0,1.0
598,12.0,1.0,6.0,25.0,1.0
599,14.0,12.0,14.0,10.0,0.0
600,13.0,0.0,5.0,28.0,1.0
601,7.0,4.0,6.0,25.0,1.0
602,14.0,3.0,12.0,25.0,1.0
603,24.0,1.0,6.0,19.0,1.0
604,13.0,13.0,12.0,13.0,0.0
605,13.0,11.0,6.0,13.0,0.0
606,18.0,3.0,5.0,31.0,1.0
607,15.0,1.0,8.0,33.0,1.0
608,15.0,0.0,6.0,33.0,1.0
609,16.0,10.0,14.0,11.0,0.0
610,16.0,2.0,13.0,25.0,1.0
611,10.0,4.0,6.0,31.0,1.0
612,8.0,5.0,8.0,35.0,1.0
613,17.0,3.0,10.0,26.0,1.0
614,9.0,1.0,9.0,24.0,1.0
615,11.0,10.0,11.0,11.0,0.0
616,17.0,1.0,10.0,38.0,1.0
617,16.0,3.0,4.0,21.0,1.0
618,14.0,21.0,16.0,12.0,0.0
619,11.0,10.0,8.0,5.0,0.0
620,17.0,2.0,4.0,23.0,1.0
621,14.0,4.0,7.0,27.0,1.0
622,16.0,13.0,13.0,11.0,0.0
623,14.0,17.0,13.0,13.0,0.0
624,15.0,1.0,7.0,28.0,1.0
625,11.0,15.0,9.0,13.0,0.0
626,4.0,3.0,10.0,30.0,1.0
627,13.0,8.0,11.0,12.0,0.0
628,12.0,1.0,9.0,27.0,1.0
629,10.0,2.0,10.0,27.0,1.0
630,11.0,3.0,9.0,23.0,1.0
631,3.0,13.0,11.0,21.0,0.0
632,15.0,3.0,7.0,25.0,1.0
633,10.0,13.0,16.0,14.0,0.0
